28,7
03,8
24,8
40,6
05,9
27,7
61.03,5
62.01,4
75.40,5
61.08,5
62.03,6
63.01,8
75.41,7
62.15,8
66.02,5
66.70,5
75.07,9
75.12,6
66.20,5
75.06,8
61.07,5
78.01,9
